,name,boss_num,prog_time,guild_name
2,Hungering Destroyer,2,5.55556,RR inc
3,Sun King's Salvation,3,8.33334,RR inc
4,Artificer Xy'mox,4,13.8889,RR inc
5,Lady Inerva Darkvein,5,11.11112,RR inc
6,The Council of Blood,6,19.44446,RR inc
7,Sludgefist,7,19.44446,RR inc
8,Stone Legion Generals,8,63.88894,RR inc
9,Sire Denathrius,9,47.22226,RR inc
0,Shriekwing,0,2.77778,Virtual
1,Huntsman Altimor,1,2.77778,Virtual
2,Hungering Destroyer,2,8.33334,Virtual
3,Sun King's Salvation,3,11.11112,Virtual
4,Artificer Xy'mox,4,13.8889,Virtual
5,Lady Inerva Darkvein,5,8.33334,Virtual
6,The Council of Blood,6,16.66668,Virtual
7,Sludgefist,7,19.44446,Virtual
8,Stone Legion Generals,8,22.22224,Virtual
9,Sire Denathrius,9,19.44446,Virtual
0,Shriekwing,0,0.0,RETRY
1,Huntsman Altimor,1,11.11112,RETRY
2,Hungering Destroyer,2,5.55556,RETRY
3,Sun King's Salvation,3,5.55556,RETRY
4,Artificer Xy'mox,4,2.77778,RETRY
5,Lady Inerva Darkvein,5,11.11112,RETRY
6,The Council of Blood,6,22.22224,RETRY
7,Sludgefist,7,8.33334,RETRY
8,Stone Legion Generals,8,47.22226,RETRY
9,Sire Denathrius,9,36.11114,RETRY
0,Shriekwing,0,2.77778,Revoke
1,Huntsman Altimor,1,0.0,Revoke
2,Hungering Destroyer,2,0.0,Revoke
3,Sun King's Salvation,3,2.77778,Revoke
4,Artificer Xy'mox,4,0.0,Revoke
5,Lady Inerva Darkvein,5,0.0,Revoke
6,The Council of Blood,6,2.77778,Revoke
7,Sludgefist,7,8.33334,Revoke
8,Stone Legion Generals,8,5.55556,Revoke
9,Sire Denathrius,9,0.0,Revoke
0,Shriekwing,0,5.55556,HKM
1,Huntsman Altimor,1,0.0,HKM
2,Hungering Destroyer,2,2.77778,HKM
3,Sun King's Salvation,3,11.11112,HKM
4,Artificer Xy'mox,4,11.11112,HKM
5,Lady Inerva Darkvein,5,11.11112,HKM
6,The Council of Blood,6,16.66668,HKM
7,Sludgefist,7,11.11112,HKM
8,Stone Legion Generals,8,25.00002,HKM
9,Sire Denathrius,9,22.22224,HKM
0,Shriekwing,0,0.0,Digress
1,Huntsman Altimor,1,5.55556,Digress
2,Hungering Destroyer,2,5.55556,Digress
3,Sun King's Salvation,3,5.55556,Digress
4,Artificer Xy'mox,4,5.55556,Digress
5,Lady Inerva Darkvein,5,8.33334,Digress
6,The Council of Blood,6,19.44446,Digress
7,Sludgefist,7,11.11112,Digress
8,Stone Legion Generals,8,41.6667,Digress
9,Sire Denathrius,9,36.11114,Digress
0,Shriekwing,0,8.33334,Death and Glory
1,Huntsman Altimor,1,13.8889,Death and Glory
2,Hungering Destroyer,2,22.22224,Death and Glory
3,Sun King's Salvation,3,16.66668,Death and Glory
4,Artificer Xy'mox,4,33.33336,Death and Glory
5,Lady Inerva Darkvein,5,19.44446,Death and Glory
6,The Council of Blood,6,52.77782,Death and Glory
7,Sludgefist,7,44.44448,Death and Glory
8,Stone Legion Generals,8,94.44452,Death and Glory
9,Sire Denathrius,9,105.55564,Death and Glory
0,Shriekwing,0,5.55556,styx
1,Huntsman Altimor,1,5.55556,styx
2,Hungering Destroyer,2,5.55556,styx
3,Sun King's Salvation,3,5.55556,styx
4,Artificer Xy'mox,4,8.33334,styx
5,Lady Inerva Darkvein,5,5.55556,styx
6,The Council of Blood,6,16.66668,styx
7,Sludgefist,7,0.0,styx
8,Stone Legion Generals,8,38.88892,styx
9,Sire Denathrius,9,30.55558,styx
0,Shriekwing,0,2.77778,Blessing of Wisdom
1,Huntsman Altimor,1,2.77778,Blessing of Wisdom
2,Hungering Destroyer,2,11.11112,Blessing of Wisdom
3,Sun King's Salvation,3,8.33334,Blessing of Wisdom
4,Artificer Xy'mox,4,19.44446,Blessing of Wisdom
5,Lady Inerva Darkvein,5,5.55556,Blessing of Wisdom
6,The Council of Blood,6,19.44446,Blessing of Wisdom
7,Sludgefist,7,11.11112,Blessing of Wisdom
8,Stone Legion Generals,8,44.44448,Blessing of Wisdom
9,Sire Denathrius,9,47.22226,Blessing of Wisdom
0,Shriekwing,0,2.77778,Debauchery Teaparty
1,Huntsman Altimor,1,0.0,Debauchery Teaparty
2,Hungering Destroyer,2,11.11112,Debauchery Teaparty
3,Sun King's Salvation,3,5.55556,Debauchery Teaparty
4,Artificer Xy'mox,4,8.33334,Debauchery Teaparty
5,Lady Inerva Darkvein,5,2.77778,Debauchery Teaparty
6,The Council of Blood,6,0.0,Debauchery Teaparty
7,Sludgefist,7,2.77778,Debauchery Teaparty
8,Stone Legion Generals,8,16.66668,Debauchery Teaparty
0,Shriekwing,0,2.77778,Infected Nation
1,Huntsman Altimor,1,5.55556,Infected Nation
2,Hungering Destroyer,2,8.33334,Infected Nation
3,Sun King's Salvation,3,5.55556,Infected Nation
4,Artificer Xy'mox,4,16.66668,Infected Nation
5,Lady Inerva Darkvein,5,2.77778,Infected Nation
6,The Council of Blood,6,16.66668,Infected Nation
7,Sludgefist,7,11.11112,Infected Nation
8,Stone Legion Generals,8,27.7778,Infected Nation
9,Sire Denathrius,9,36.11114,Infected Nation
0,Shriekwing,0,5.55556,Candy Truck
1,Huntsman Altimor,1,2.77778,Candy Truck
2,Hungering Destroyer,2,0.0,Candy Truck
3,Sun King's Salvation,3,2.77778,Candy Truck
4,Artificer Xy'mox,4,8.33334,Candy Truck
5,Lady Inerva Darkvein,5,8.33334,Candy Truck
6,The Council of Blood,6,16.66668,Candy Truck
7,Sludgefist,7,8.33334,Candy Truck
8,Stone Legion Generals,8,16.66668,Candy Truck
9,Sire Denathrius,9,2.77778,Candy Truck
0,Huntsman Altimor,1,0.0,Curry Pain
1,Hungering Destroyer,2,0.0,Curry Pain
2,Sun King's Salvation,3,2.77778,Curry Pain
3,Artificer Xy'mox,4,0.0,Curry Pain
4,Lady Inerva Darkvein,5,2.77778,Curry Pain
5,The Council of Blood,6,16.66668,Curry Pain
6,Sludgefist,7,2.77778,Curry Pain
7,Stone Legion Generals,8,11.11112,Curry Pain
8,Sire Denathrius,9,33.33336,Curry Pain
0,Shriekwing,0,0.0,Landogar
1,Huntsman Altimor,1,2.77778,Landogar
2,Hungering Destroyer,2,8.33334,Landogar
3,Sun King's Salvation,3,2.77778,Landogar
4,Artificer Xy'mox,4,8.33334,Landogar
5,Lady Inerva Darkvein,5,11.11112,Landogar
6,The Council of Blood,6,19.44446,Landogar
7,Sludgefist,7,8.33334,Landogar
8,Stone Legion Generals,8,38.88892,Landogar
9,Sire Denathrius,9,38.88892,Landogar
0,Shriekwing,0,2.77778,Deus Ex
1,Huntsman Altimor,1,0.0,Deus Ex
2,Hungering Destroyer,2,5.55556,Deus Ex
3,Sun King's Salvation,3,2.77778,Deus Ex
4,Artificer Xy'mox,4,13.8889,Deus Ex
5,Lady Inerva Darkvein,5,5.55556,Deus Ex
6,The Council of Blood,6,16.66668,Deus Ex
7,Sludgefist,7,13.8889,Deus Ex
8,Stone Legion Generals,8,38.88892,Deus Ex
9,Sire Denathrius,9,41.6667,Deus Ex
0,Shriekwing,0,0.0,Alpha
1,Huntsman Altimor,1,5.55556,Alpha
2,Hungering Destroyer,2,8.33334,Alpha
3,Sun King's Salvation,3,2.77778,Alpha
4,Artificer Xy'mox,4,5.55556,Alpha
5,Lady Inerva Darkvein,5,11.11112,Alpha
6,The Council of Blood,6,19.44446,Alpha
7,Sludgefist,7,13.8889,Alpha
8,Stone Legion Generals,8,33.33336,Alpha
9,Sire Denathrius,9,61.11116,Alpha
0,Shriekwing,0,2.77778,Caustic
1,Huntsman Altimor,1,0.0,Caustic
2,Hungering Destroyer,2,5.55556,Caustic
3,Sun King's Salvation,3,11.11112,Caustic
4,Artificer Xy'mox,4,16.66668,Caustic
5,Lady Inerva Darkvein,5,5.55556,Caustic
6,The Council of Blood,6,19.44446,Caustic
7,Sludgefist,7,13.8889,Caustic
8,Stone Legion Generals,8,27.7778,Caustic
9,Sire Denathrius,9,33.33336,Caustic
0,Shriekwing,0,0.0,Temporary Insanity
1,Huntsman Altimor,1,2.77778,Temporary Insanity
2,Hungering Destroyer,2,2.77778,Temporary Insanity
3,Sun King's Salvation,3,5.55556,Temporary Insanity
4,Artificer Xy'mox,4,2.77778,Temporary Insanity
5,Lady Inerva Darkvein,5,11.11112,Temporary Insanity
6,The Council of Blood,6,13.8889,Temporary Insanity
7,Sludgefist,7,11.11112,Temporary Insanity
8,Stone Legion Generals,8,33.33336,Temporary Insanity
9,Sire Denathrius,9,36.11114,Temporary Insanity
0,Shriekwing,0,2.77778,W H Y
1,Huntsman Altimor,1,0.0,W H Y
2,Hungering Destroyer,2,8.33334,W H Y
3,Sun King's Salvation,3,8.33334,W H Y
4,Artificer Xy'mox,4,16.66668,W H Y
5,Lady Inerva Darkvein,5,2.77778,W H Y
6,The Council of Blood,6,8.33334,W H Y
7,Sludgefist,7,13.8889,W H Y
8,Stone Legion Generals,8,30.55558,W H Y
9,Sire Denathrius,9,30.55558,W H Y
0,Shriekwing,0,2.77778,Project HD
1,Huntsman Altimor,1,5.55556,Project HD
2,Hungering Destroyer,2,8.33334,Project HD
3,Sun King's Salvation,3,11.11112,Project HD
4,Artificer Xy'mox,4,13.8889,Project HD
5,Lady Inerva Darkvein,5,11.11112,Project HD
6,The Council of Blood,6,16.66668,Project HD
7,Sludgefist,7,13.8889,Project HD
8,Stone Legion Generals,8,55.5556,Project HD
9,Sire Denathrius,9,63.88894,Project HD
0,Shriekwing,0,0.0,Wing It
1,Huntsman Altimor,1,27.77778,Wing It
2,Hungering Destroyer,2,11.11112,Wing It
3,Sun King's Salvation,3,30.55556,Wing It
4,Artificer Xy'mox,4,13.8889,Wing It
5,Lady Inerva Darkvein,5,30.55556,Wing It
6,The Council of Blood,6,22.22224,Wing It
7,Sludgefist,7,19.44446,Wing It
8,Stone Legion Generals,8,55.55558,Wing It
9,Sire Denathrius,9,25.0,Wing It
0,Shriekwing,0,16.66667,Obey
1,Huntsman Altimor,1,5.55556,Obey
2,Hungering Destroyer,2,11.11112,Obey
3,Sun King's Salvation,3,2.77778,Obey
4,Artificer Xy'mox,4,13.8889,Obey
5,Lady Inerva Darkvein,5,16.66668,Obey
6,The Council of Blood,6,25.00002,Obey
7,Sludgefist,7,11.11112,Obey
8,Stone Legion Generals,8,16.66668,Obey
0,Shriekwing,0,5.55556,Indestructible
1,Huntsman Altimor,1,0.0,Indestructible
2,Hungering Destroyer,2,8.33334,Indestructible
3,Sun King's Salvation,3,11.11112,Indestructible
4,Artificer Xy'mox,4,30.55556,Indestructible
5,Lady Inerva Darkvein,5,2.77778,Indestructible
6,The Council of Blood,6,19.44446,Indestructible
7,Sludgefist,7,33.33334,Indestructible
8,Stone Legion Generals,8,55.55558,Indestructible
9,Sire Denathrius,9,100.00002,Indestructible
0,Shriekwing,0,5.55556,Imagine Progress
1,Huntsman Altimor,1,5.55556,Imagine Progress
2,Hungering Destroyer,2,2.77778,Imagine Progress
3,Sun King's Salvation,3,5.55556,Imagine Progress
4,Artificer Xy'mox,4,11.11112,Imagine Progress
5,Lady Inerva Darkvein,5,11.11112,Imagine Progress
6,The Council of Blood,6,16.66668,Imagine Progress
7,Sludgefist,7,11.11112,Imagine Progress
8,Stone Legion Generals,8,36.11114,Imagine Progress
9,Sire Denathrius,9,75.00002,Imagine Progress
0,Shriekwing,0,2.77778,Nexus Sx
1,Huntsman Altimor,1,2.77778,Nexus Sx
2,Hungering Destroyer,2,27.77778,Nexus Sx
3,Sun King's Salvation,3,72.22222,Nexus Sx
4,Artificer Xy'mox,4,36.11112,Nexus Sx
5,Lady Inerva Darkvein,5,27.77778,Nexus Sx
6,The Council of Blood,6,77.77778,Nexus Sx
7,Sludgefist,7,52.77778,Nexus Sx
8,Stone Legion Generals,8,166.66666,Nexus Sx
9,Sire Denathrius,9,191.66668,Nexus Sx
0,Shriekwing,0,2.77778,Keep Calm
1,Huntsman Altimor,1,5.55556,Keep Calm
2,Hungering Destroyer,2,2.77778,Keep Calm
3,Sun King's Salvation,3,8.33334,Keep Calm
4,Artificer Xy'mox,4,8.33334,Keep Calm
5,Lady Inerva Darkvein,5,5.55556,Keep Calm
6,The Council of Blood,6,61.11112,Keep Calm
7,Sludgefist,7,27.77778,Keep Calm
8,Stone Legion Generals,8,80.55557,Keep Calm
9,Sire Denathrius,9,119.44446,Keep Calm
0,Shriekwing,0,2.77778,Kirkland Signature
1,Huntsman Altimor,1,0.0,Kirkland Signature
2,Hungering Destroyer,2,2.77778,Kirkland Signature
3,Sun King's Salvation,3,8.33334,Kirkland Signature
4,Artificer Xy'mox,4,27.77778,Kirkland Signature
5,Lady Inerva Darkvein,5,5.55556,Kirkland Signature
6,The Council of Blood,6,77.77778,Kirkland Signature
7,Sludgefist,7,2.77778,Kirkland Signature
8,Stone Legion Generals,8,55.55556,Kirkland Signature
9,Sire Denathrius,9,63.8889,Kirkland Signature
0,Shriekwing,0,0.0,Polite
1,Huntsman Altimor,1,0.0,Polite
2,Hungering Destroyer,2,2.77778,Polite
3,Sun King's Salvation,3,2.77778,Polite
4,Artificer Xy'mox,4,5.55556,Polite
5,Lady Inerva Darkvein,5,8.33334,Polite
6,The Council of Blood,6,11.11112,Polite
7,Sludgefist,7,2.77778,Polite
0,Shriekwing,0,0.0,CelestialBeing
1,Huntsman Altimor,1,0.0,CelestialBeing
2,Hungering Destroyer,2,0.0,CelestialBeing
3,Sun King's Salvation,3,2.77778,CelestialBeing
4,Artificer Xy'mox,4,0.0,CelestialBeing
5,Lady Inerva Darkvein,5,2.77778,CelestialBeing
6,The Council of Blood,6,5.55556,CelestialBeing
7,Sludgefist,7,5.55556,CelestialBeing
8,Stone Legion Generals,8,2.77778,CelestialBeing
9,Sire Denathrius,9,22.22224,CelestialBeing
0,Shriekwing,0,8.33334,Friendly Banter
1,Huntsman Altimor,1,2.77778,Friendly Banter
2,Hungering Destroyer,2,11.11112,Friendly Banter
3,Sun King's Salvation,3,5.55556,Friendly Banter
4,Artificer Xy'mox,4,11.11112,Friendly Banter
5,Lady Inerva Darkvein,5,5.55556,Friendly Banter
6,The Council of Blood,6,8.33334,Friendly Banter
7,Sludgefist,7,16.66668,Friendly Banter
8,Stone Legion Generals,8,33.33336,Friendly Banter
9,Sire Denathrius,9,30.55558,Friendly Banter
0,Shriekwing,0,0.0,pazifik
1,Huntsman Altimor,1,2.77778,pazifik
2,Hungering Destroyer,2,5.55556,pazifik
3,Sun King's Salvation,3,5.55556,pazifik
4,Artificer Xy'mox,4,5.55556,pazifik
5,Lady Inerva Darkvein,5,11.11112,pazifik
6,The Council of Blood,6,13.8889,pazifik
7,Sludgefist,7,8.33334,pazifik
8,Stone Legion Generals,8,16.66668,pazifik
9,Sire Denathrius,9,16.66668,pazifik
0,Shriekwing,0,2.77778,Nuke Society
1,Huntsman Altimor,1,8.33334,Nuke Society
2,Hungering Destroyer,2,16.66668,Nuke Society
3,Sun King's Salvation,3,11.11112,Nuke Society
4,Artificer Xy'mox,4,13.8889,Nuke Society
5,Lady Inerva Darkvein,5,11.11112,Nuke Society
6,The Council of Blood,6,22.22224,Nuke Society
7,Sludgefist,7,19.44446,Nuke Society
8,Stone Legion Generals,8,52.77782,Nuke Society
9,Sire Denathrius,9,52.77782,Nuke Society
0,Shriekwing,0,0.0,Yeet
1,Huntsman Altimor,1,0.0,Yeet
2,Hungering Destroyer,2,2.77778,Yeet
3,Sun King's Salvation,3,5.55556,Yeet
4,Artificer Xy'mox,4,0.0,Yeet
5,Lady Inerva Darkvein,5,2.77778,Yeet
6,The Council of Blood,6,11.11112,Yeet
7,Sludgefist,7,5.55556,Yeet
8,Stone Legion Generals,8,25.00002,Yeet
9,Sire Denathrius,9,33.33336,Yeet
0,Shriekwing,0,0.0,Death Wish
1,Huntsman Altimor,1,2.77778,Death Wish
2,Hungering Destroyer,2,5.55556,Death Wish
3,Sun King's Salvation,3,2.77778,Death Wish
4,Artificer Xy'mox,4,2.77778,Death Wish
5,Lady Inerva Darkvein,5,8.33334,Death Wish
6,The Council of Blood,6,11.11112,Death Wish
7,Sludgefist,7,11.11112,Death Wish
8,Stone Legion Generals,8,25.00002,Death Wish
9,Sire Denathrius,9,30.55558,Death Wish
0,Shriekwing,0,2.77778,So Fluffy
1,Huntsman Altimor,1,0.0,So Fluffy
2,Hungering Destroyer,2,2.77778,So Fluffy
3,Sun King's Salvation,3,5.55556,So Fluffy
4,Artificer Xy'mox,4,16.66668,So Fluffy
5,Lady Inerva Darkvein,5,5.55556,So Fluffy
6,The Council of Blood,6,19.44446,So Fluffy
7,Sludgefist,7,16.66668,So Fluffy
8,Stone Legion Generals,8,33.33336,So Fluffy
9,Sire Denathrius,9,25.00002,So Fluffy
0,Shriekwing,0,5.55556,I N V I C T A
1,Huntsman Altimor,1,5.55556,I N V I C T A
2,Hungering Destroyer,2,0.0,I N V I C T A
3,Sun King's Salvation,3,16.66668,I N V I C T A
4,Artificer Xy'mox,4,13.8889,I N V I C T A
5,Lady Inerva Darkvein,5,5.55556,I N V I C T A
6,The Council of Blood,6,8.33334,I N V I C T A
7,Sludgefist,7,11.11112,I N V I C T A
8,Stone Legion Generals,8,30.55558,I N V I C T A
9,Sire Denathrius,9,38.88892,I N V I C T A
0,Shriekwing,0,0.0,Addicted
1,Huntsman Altimor,1,8.33334,Addicted
2,Hungering Destroyer,2,2.77778,Addicted
3,Sun King's Salvation,3,5.55556,Addicted
4,Artificer Xy'mox,4,2.77778,Addicted
5,Lady Inerva Darkvein,5,0.0,Addicted
6,The Council of Blood,6,11.11112,Addicted
7,Sludgefist,7,8.33334,Addicted
8,Stone Legion Generals,8,5.55556,Addicted
9,Sire Denathrius,9,11.11112,Addicted
0,Shriekwing,0,0.0,Mayhem
1,Huntsman Altimor,1,0.0,Mayhem
2,Hungering Destroyer,2,5.55556,Mayhem
3,Sun King's Salvation,3,11.11112,Mayhem
4,Artificer Xy'mox,4,11.11112,Mayhem
5,Lady Inerva Darkvein,5,2.77778,Mayhem
6,The Council of Blood,6,11.11112,Mayhem
7,Sludgefist,7,19.44446,Mayhem
8,Stone Legion Generals,8,38.88892,Mayhem
9,Sire Denathrius,9,36.11114,Mayhem
0,Shriekwing,0,0.0,big dumb kids
1,Huntsman Altimor,1,2.77778,big dumb kids
2,Hungering Destroyer,2,0.0,big dumb kids
3,Sun King's Salvation,3,2.77778,big dumb kids
4,Artificer Xy'mox,4,11.11112,big dumb kids
5,Lady Inerva Darkvein,5,5.55556,big dumb kids
6,The Council of Blood,6,8.33334,big dumb kids
7,Sludgefist,7,16.66668,big dumb kids
8,Stone Legion Generals,8,25.00002,big dumb kids
9,Sire Denathrius,9,47.22226,big dumb kids
0,Shriekwing,0,2.77778,CMT
1,Huntsman Altimor,1,2.77778,CMT
2,Hungering Destroyer,2,2.77778,CMT
3,Sun King's Salvation,3,5.55556,CMT
4,Artificer Xy'mox,4,8.33334,CMT
5,Lady Inerva Darkvein,5,2.77778,CMT
6,The Council of Blood,6,13.8889,CMT
7,Sludgefist,7,13.8889,CMT
8,Stone Legion Generals,8,33.33336,CMT
9,Sire Denathrius,9,52.77782,CMT
0,Shriekwing,0,2.77778,Swapblasters
1,Huntsman Altimor,1,5.55556,Swapblasters
2,Hungering Destroyer,2,5.55556,Swapblasters
3,Sun King's Salvation,3,8.33334,Swapblasters
4,Artificer Xy'mox,4,11.11112,Swapblasters
5,Lady Inerva Darkvein,5,5.55556,Swapblasters
6,The Council of Blood,6,13.8889,Swapblasters
7,Sludgefist,7,16.66668,Swapblasters
8,Stone Legion Generals,8,33.33336,Swapblasters
9,Sire Denathrius,9,36.11114,Swapblasters
0,Shriekwing,0,2.77778,Fysikbasserne
1,Huntsman Altimor,1,0.0,Fysikbasserne
2,Hungering Destroyer,2,5.55556,Fysikbasserne
3,Sun King's Salvation,3,5.55556,Fysikbasserne
4,Artificer Xy'mox,4,2.77778,Fysikbasserne
5,Lady Inerva Darkvein,5,5.55556,Fysikbasserne
6,The Council of Blood,6,5.55556,Fysikbasserne
7,Sludgefist,7,2.77778,Fysikbasserne
8,Stone Legion Generals,8,16.66668,Fysikbasserne
9,Sire Denathrius,9,22.22224,Fysikbasserne
0,Shriekwing,0,2.77778,Beyond Darkness
1,Huntsman Altimor,1,5.55556,Beyond Darkness
2,Hungering Destroyer,2,2.77778,Beyond Darkness
3,Sun King's Salvation,3,2.77778,Beyond Darkness
4,Artificer Xy'mox,4,11.11112,Beyond Darkness
5,Lady Inerva Darkvein,5,5.55556,Beyond Darkness
6,The Council of Blood,6,8.33334,Beyond Darkness
7,Sludgefist,7,5.55556,Beyond Darkness
8,Stone Legion Generals,8,33.33336,Beyond Darkness
9,Sire Denathrius,9,27.7778,Beyond Darkness
0,Shriekwing,0,5.55556,D A W N
1,Huntsman Altimor,1,0.0,D A W N
2,Hungering Destroyer,2,2.77778,D A W N
3,Sun King's Salvation,3,11.11112,D A W N
4,Artificer Xy'mox,4,2.77778,D A W N
5,Lady Inerva Darkvein,5,5.55556,D A W N
6,The Council of Blood,6,11.11112,D A W N
7,Sludgefist,7,13.8889,D A W N
8,Stone Legion Generals,8,27.7778,D A W N
9,Sire Denathrius,9,27.7778,D A W N
0,Shriekwing,0,0.0,Ashes of Harmony
1,Huntsman Altimor,1,8.33334,Ashes of Harmony
2,Hungering Destroyer,2,5.55556,Ashes of Harmony
3,Sun King's Salvation,3,8.33334,Ashes of Harmony
4,Artificer Xy'mox,4,13.8889,Ashes of Harmony
5,Lady Inerva Darkvein,5,2.77778,Ashes of Harmony
6,The Council of Blood,6,8.33334,Ashes of Harmony
7,Sludgefist,7,16.66668,Ashes of Harmony
8,Stone Legion Generals,8,25.00002,Ashes of Harmony
9,Sire Denathrius,9,19.44446,Ashes of Harmony
0,Shriekwing,0,0.0,Epic Whine
1,Huntsman Altimor,1,0.0,Epic Whine
2,Hungering Destroyer,2,0.0,Epic Whine
3,Sun King's Salvation,3,0.0,Epic Whine
4,Artificer Xy'mox,4,0.0,Epic Whine
5,Lady Inerva Darkvein,5,0.0,Epic Whine
6,The Council of Blood,6,16.66668,Epic Whine
7,Sludgefist,7,0.0,Epic Whine
8,Stone Legion Generals,8,2.77778,Epic Whine
9,Sire Denathrius,9,52.77782,Epic Whine
0,The Council of Blood,6,0.0,High Quality
1,Sludgefist,7,0.0,High Quality
2,Stone Legion Generals,8,0.0,High Quality
3,Sire Denathrius,9,36.11114,High Quality
0,Shriekwing,0,0.0,Oracle
1,Huntsman Altimor,1,0.0,Oracle
2,Hungering Destroyer,2,5.55556,Oracle
3,Sun King's Salvation,3,2.77778,Oracle
4,Artificer Xy'mox,4,11.11112,Oracle
5,Lady Inerva Darkvein,5,5.55556,Oracle
6,The Council of Blood,6,13.8889,Oracle
7,Sludgefist,7,13.8889,Oracle
8,Stone Legion Generals,8,22.22224,Oracle
9,Sire Denathrius,9,33.33336,Oracle
0,Shriekwing,0,2.77778,Folkvang
1,Huntsman Altimor,1,2.77778,Folkvang
2,Hungering Destroyer,2,0.0,Folkvang
3,Sun King's Salvation,3,8.33334,Folkvang
4,Artificer Xy'mox,4,2.77778,Folkvang
5,Lady Inerva Darkvein,5,0.0,Folkvang
6,The Council of Blood,6,5.55556,Folkvang
7,Sludgefist,7,16.66668,Folkvang
8,Stone Legion Generals,8,16.66668,Folkvang
9,Sire Denathrius,9,13.8889,Folkvang
0,Shriekwing,0,5.55556,Rally
1,Huntsman Altimor,1,2.77778,Rally
2,Hungering Destroyer,2,8.33334,Rally
3,Sun King's Salvation,3,5.55556,Rally
4,Artificer Xy'mox,4,8.33334,Rally
5,Lady Inerva Darkvein,5,0.0,Rally
6,The Council of Blood,6,8.33334,Rally
7,Sludgefist,7,11.11112,Rally
8,Stone Legion Generals,8,30.55558,Rally
9,Sire Denathrius,9,33.33336,Rally
0,Shriekwing,0,2.77778,TAG
1,Huntsman Altimor,1,8.33334,TAG
2,Hungering Destroyer,2,8.33334,TAG
3,Sun King's Salvation,3,5.55556,TAG
4,Artificer Xy'mox,4,13.8889,TAG
5,Lady Inerva Darkvein,5,5.55556,TAG
6,The Council of Blood,6,11.11112,TAG
7,Sludgefist,7,8.33334,TAG
8,Stone Legion Generals,8,22.22224,TAG
9,Sire Denathrius,9,5.55556,TAG
0,Shriekwing,0,5.55556,Nox
1,Huntsman Altimor,1,2.77778,Nox
2,Hungering Destroyer,2,13.8889,Nox
3,Sun King's Salvation,3,2.77778,Nox
4,Artificer Xy'mox,4,11.11112,Nox
5,Lady Inerva Darkvein,5,2.77778,Nox
6,The Council of Blood,6,16.66668,Nox
7,Sludgefist,7,13.8889,Nox
8,Stone Legion Generals,8,30.55558,Nox
9,Sire Denathrius,9,30.55558,Nox
0,Shriekwing,0,11.11112,ad hoc
1,Huntsman Altimor,1,8.33334,ad hoc
2,Hungering Destroyer,2,8.33334,ad hoc
3,Sun King's Salvation,3,2.77778,ad hoc
4,Artificer Xy'mox,4,5.55556,ad hoc
5,Lady Inerva Darkvein,5,5.55556,ad hoc
6,The Council of Blood,6,11.11112,ad hoc
7,Sludgefist,7,8.33334,ad hoc
8,Stone Legion Generals,8,22.22224,ad hoc
9,Sire Denathrius,9,27.7778,ad hoc
0,Shriekwing,0,2.77778,Notorious
1,Huntsman Altimor,1,2.77778,Notorious
2,Hungering Destroyer,2,2.77778,Notorious
3,Sun King's Salvation,3,8.33334,Notorious
4,Artificer Xy'mox,4,11.11112,Notorious
5,Lady Inerva Darkvein,5,2.77778,Notorious
6,The Council of Blood,6,16.66668,Notorious
7,Sludgefist,7,8.33334,Notorious
8,Stone Legion Generals,8,36.11114,Notorious
9,Sire Denathrius,9,38.88892,Notorious
0,Shriekwing,0,5.55556,Quality Check
1,Huntsman Altimor,1,0.0,Quality Check
2,Hungering Destroyer,2,5.55556,Quality Check
3,Sun King's Salvation,3,8.33334,Quality Check
4,Artificer Xy'mox,4,2.77778,Quality Check
5,Lady Inerva Darkvein,5,2.77778,Quality Check
6,The Council of Blood,6,5.55556,Quality Check
7,Sludgefist,7,8.33334,Quality Check
8,Stone Legion Generals,8,0.0,Quality Check
0,Shriekwing,0,0.0,Snowblind
1,Huntsman Altimor,1,2.77778,Snowblind
2,Hungering Destroyer,2,5.55556,Snowblind
3,Sun King's Salvation,3,8.33334,Snowblind
4,Artificer Xy'mox,4,0.0,Snowblind
5,Lady Inerva Darkvein,5,2.77778,Snowblind
6,The Council of Blood,6,19.44446,Snowblind
7,Sludgefist,7,5.55556,Snowblind
8,Stone Legion Generals,8,33.33336,Snowblind
9,Sire Denathrius,9,38.88892,Snowblind
0,Shriekwing,0,2.77778,CthUwU
1,Huntsman Altimor,1,8.33334,CthUwU
2,Hungering Destroyer,2,8.33334,CthUwU
3,Sun King's Salvation,3,2.77778,CthUwU
4,Artificer Xy'mox,4,8.33334,CthUwU
5,Lady Inerva Darkvein,5,5.55556,CthUwU
6,The Council of Blood,6,13.8889,CthUwU
7,Sludgefist,7,5.55556,CthUwU
8,Stone Legion Generals,8,2.77778,CthUwU
0,Shriekwing,0,5.55556,Shuffle
1,Huntsman Altimor,1,0.0,Shuffle
2,Hungering Destroyer,2,2.77778,Shuffle
3,Sun King's Salvation,3,2.77778,Shuffle
4,Artificer Xy'mox,4,5.55556,Shuffle
5,Lady Inerva Darkvein,5,5.55556,Shuffle
6,The Council of Blood,6,19.44446,Shuffle
7,Sludgefist,7,8.33334,Shuffle
8,Stone Legion Generals,8,30.55558,Shuffle
9,Sire Denathrius,9,36.11114,Shuffle
0,Shriekwing,0,0.0,Sacred Lotus
1,Huntsman Altimor,1,0.0,Sacred Lotus
2,Hungering Destroyer,2,2.77778,Sacred Lotus
